0,754.7230225
1.355819963,754.835022
2.711639927,754.7930298
4.06745989,754.75
5.423279854,754.6069946
6.779099817,754.1729736
8.134919781,753.6710205
9.490739744,753.3759766
10.84655971,753.1569824
12.20237967,753.026001
13.55819963,752.867981
14.9140196,752.835022
16.26983956,752.6149902
17.62565952,752.5980225
18.98147949,752.6079712
20.33729945,752.6170044
21.69311941,752.6970215
23.04893938,752.6599731
24.40475934,752.5139771
25.76057931,752.1309814
27.11639927,751.5159912
28.47221923,751.4450073
29.8280392,751.4249878
31.18385916,751.3800049
32.53967912,751.3699951
33.89549909,751.315979
35.25131905,751.2810059
36.60713901,751.2440186
37.96295898,751.1920166
39.31877894,751.5139771
40.6745989,751.9199829
42.03041887,752.15802
43.38623883,752.4580078
44.74205879,753.1129761
46.09787876,753.8389893
47.45369872,754.3870239
48.80951868,754.8170166
50.16533865,755.5349731
51.52115861,756.1829834
