0,761.6259766
1.25,761.5650024
2.5,761.4439697
3.75,761.322998
5,761.309021
6.25,761.46698
7.5,761.7930298
8.75,761.7579956
10,761.7399902
11.25,761.7210083
12.5,761.6690063
13.75,761.598999
15,761.4329834
16.25,761.197998
17.5,760.90802
18.75,760.6170044
20,760.2730103
21.25,759.848999
22.5,759.4979858
23.75,759.3150024
25,759.3930054
26.25,759.5360107
27.5,759.4959717
28.75,759.1939697
30,758.8540039
31.25,758.8690186
32.5,758.8959961
33.75,758.9229736
35,758.9500122
36.25,758.9769897
37.5,759.0289917
38.75,759.1170044
40,759.1420288
41.25,759.223999
42.5,759.2529907
43.75,759.3469849
45,759.7919922
46.25,760.2949829
47.5,760.7670288
48.75,761.2390137
50,761.4229736
51.25,761.4780273
52.5,761.5419922
53.75,761.6339722
55,761.6079712
56.25,761.5910034
57.5,761.664978
58.75,761.882019
60,761.9990234
