0,761.4169922
1.372366604,761.4199829
2.744733208,761.4099731
4.117099812,761.4099731
5.489466417,761.6500244
6.861833021,761.7589722
8.234199625,761.7319946
9.606566229,761.6309814
10.97893283,761.492981
12.35129944,761.1989746
13.72366604,760.9509888
15.09603265,760.7219849
16.46839925,760.7210083
17.84076585,760.6480103
19.21313246,760.6040039
20.58549906,760.6480103
21.95786567,760.7680054
23.33023227,760.8859863
24.70259887,760.960022
26.07496548,760.7719727
27.44733208,760.6049805
28.81969869,760.3129883
30.19206529,760.1530151
31.5644319,760.0159912
32.9367985,760.0020142
34.3091651,759.9169922
35.68153171,759.9210205
37.05389831,759.848999
38.42626492,759.8569946
39.79863152,759.9420166
41.17099812,759.9500122
42.54336473,760.0609741
43.91573133,760.7719727
45.28809794,761.5
46.66046454,762.5859985
48.03283114,762.8969727
49.40519775,762.8549805
50.77756435,762.8339844
52.14993096,762.776001
53.52229756,762.802002
54.89466417,762.8770142
56.26703077,762.9520264
57.63939737,763.1010132
59.01176398,763.1859741
60.38413058,763.4860229
61.75649719,763.6309814
63.12886379,763.8829956
64.50123039,764.0819702
65.873597,764.1989746
67.2459636,764.3950195
